Devices
1000
,,AMTI7377 - Force,
Frame,Sub Frame,Fz
,,N
283,0,0
283,1,0
283,2,0
283,3,0
283,4,0
283,5,0
283,6,0
283,7,0
283,8,0
283,9,0
284,0,0
284,1,0
284,2,0
284,3,0
284,4,0
284,5,0
284,6,0
284,7,0
284,8,0
284,9,0
285,0,0
285,1,0
285,2,0
285,3,0
285,4,0
285,5,0
285,6,0
285,7,0
285,8,0
285,9,0
286,0,0
286,1,0
286,2,0
286,3,0
286,4,0
286,5,0
286,6,0
286,7,0
286,8,0
286,9,0
287,0,0
287,1,0
287,2,0
287,3,0
287,4,0
287,5,0
287,6,0
287,7,0
287,8,0
287,9,0
288,0,0
288,1,0
288,2,0
288,3,0
288,4,0
288,5,0
288,6,0
288,7,0
288,8,0
288,9,0
289,0,0
289,1,0
289,2,0
289,3,0
289,4,0
289,5,0
289,6,0
289,7,0
289,8,0
289,9,0
290,0,0
290,1,0
290,2,0
290,3,0
290,4,0
290,5,0
290,6,0
290,7,0
290,8,0
290,9,0
291,0,0
291,1,0
291,2,0
291,3,0
291,4,0
291,5,0
291,6,0
291,7,0
291,8,0
291,9,0
292,0,0
292,1,0
292,2,0
292,3,0
292,4,0
292,5,0
292,6,0
292,7,0
292,8,0
292,9,0
293,0,0
293,1,0
293,2,0
293,3,0
293,4,0
293,5,0
293,6,0
293,7,0
293,8,0
293,9,0
294,0,0
294,1,0
294,2,0
294,3,0
294,4,0
294,5,0
294,6,0
294,7,0
294,8,0
294,9,0
295,0,0
295,1,0
295,2,0
295,3,0
295,4,0
295,5,0
295,6,0
295,7,0
295,8,0
295,9,0
296,0,0
296,1,0
296,2,0
296,3,0
296,4,0
296,5,0
296,6,0
296,7,0
296,8,0
296,9,0
297,0,0
297,1,0
297,2,0
297,3,0
297,4,0
297,5,0
297,6,0
297,7,0
297,8,0
297,9,0
298,0,0
298,1,0
298,2,0
298,3,0
298,4,0
298,5,0
298,6,0
298,7,0
298,8,0
298,9,0
299,0,0
299,1,0
299,2,0
299,3,0
299,4,0
299,5,0
299,6,0
299,7,0
299,8,0
299,9,0
300,0,0
300,1,0
300,2,0
300,3,0
300,4,0
300,5,0
300,6,0
300,7,0
300,8,0
300,9,0
301,0,0
301,1,0
301,2,0
301,3,0
301,4,0
301,5,0
301,6,0
301,7,0
301,8,0
301,9,0
302,0,0
302,1,0
302,2,0
302,3,0
302,4,0
302,5,0
302,6,0
302,7,0
302,8,0
302,9,0
303,0,0
303,1,0
303,2,0
303,3,0
303,4,0
303,5,0
303,6,0
303,7,0
303,8,0
303,9,0
304,0,0
304,1,0
304,2,-27.2641
304,3,-39.1422
304,4,-50.8505
304,5,-70.025
304,6,-94.9689
304,7,-126.191
304,8,-155.886
304,9,-179.642
305,0,-195.763
305,1,-202.889
305,2,-202.211
305,3,-197.29
305,4,-196.272
305,5,-190.163
305,6,-185.921
305,7,-184.563
305,8,-182.018
305,9,-184.054
306,0,-184.054
306,1,-187.109
306,2,-191.011
306,3,-193.217
306,4,-194.235
306,5,-195.593
306,6,-200.174
306,7,-200.514
306,8,-202.38
306,9,-202.041
307,0,-203.907
307,1,-202.72
307,2,-200.005
307,3,-201.532
307,4,-204.077
307,5,-202.72
307,6,-204.247
307,7,-206.622
307,8,-208.828
307,9,-210.525
308,0,-210.016
308,1,-211.374
308,2,-214.089
308,3,-212.901
308,4,-216.634
308,5,-219.858
308,6,-219.179
308,7,-222.064
308,8,-227.833
308,9,-227.494
309,0,-232.075
309,1,-233.433
309,2,-238.014
309,3,-240.22
309,4,-243.275
309,5,-245.65
309,6,-253.286
309,7,-257.189
309,8,-258.207
309,9,-262.449
310,0,-267.37
310,1,-271.103
310,2,-275.515
310,3,-277.382
310,4,-282.981
310,5,-282.981
310,6,-286.545
310,7,-289.26
310,8,-291.466
310,9,-297.574
311,0,-301.138
311,1,-303.513
311,2,-310.131
311,3,-314.203
311,4,-320.821
311,5,-328.287
311,6,-331.511
311,7,-340.335
311,8,-347.462
311,9,-353.91
312,0,-363.752
312,1,-371.048
312,2,-380.042
312,3,-383.435
312,4,-390.562
312,5,-395.992
312,6,-401.592
312,7,-406.343
312,8,-409.058
312,9,-413.131
313,0,-414.827
313,1,-419.07
313,2,-423.312
313,3,-425.009
313,4,-428.742
313,5,-428.233
313,6,-430.439
313,7,-432.135
313,8,-438.583
313,9,-438.583
314,0,-442.995
314,1,-446.219
314,2,-449.952
314,3,-452.667
