Devices
1000
,,AMTI7377 - Force,
Frame,Sub Frame,Fz
,,N
828,0,0
828,1,0
828,2,0
828,3,0
828,4,0
828,5,0
828,6,0
828,7,0
828,8,0
828,9,0
829,0,0
829,1,0
829,2,0
829,3,0
829,4,0
829,5,0
829,6,0
829,7,0
829,8,0
829,9,0
830,0,0
830,1,0
830,2,0
830,3,0
830,4,0
830,5,0
830,6,0
830,7,0
830,8,0
830,9,0
831,0,0
831,1,0
831,2,0
831,3,0
831,4,0
831,5,0
831,6,0
831,7,0
831,8,0
831,9,0
832,0,0
832,1,0
832,2,0
832,3,0
832,4,0
832,5,0
832,6,0
832,7,0
832,8,0
832,9,0
833,0,0
833,1,0
833,2,0
833,3,0
833,4,0
833,5,0
833,6,0
833,7,0
833,8,0
833,9,0
834,0,0
834,1,0
834,2,0
834,3,0
834,4,0
834,5,0
834,6,0
834,7,0
834,8,0
834,9,0
835,0,0
835,1,0
835,2,0
835,3,0
835,4,0
835,5,0
835,6,0
835,7,0
835,8,0
835,9,0
836,0,0
836,1,0
836,2,0
836,3,0
836,4,0
836,5,0
836,6,0
836,7,0
836,8,0
836,9,0
837,0,0
837,1,0
837,2,0
837,3,0
837,4,0
837,5,0
837,6,0
837,7,0
837,8,0
837,9,0
838,0,0
838,1,0
838,2,0
838,3,0
838,4,0
838,5,0
838,6,0
838,7,0
838,8,0
838,9,0
839,0,0
839,1,0
839,2,0
839,3,0
839,4,0
839,5,0
839,6,0
839,7,0
839,8,0
839,9,0
840,0,0
840,1,0
840,2,0
840,3,0
840,4,0
840,5,0
840,6,0
840,7,0
840,8,0
840,9,0
841,0,0
841,1,0
841,2,0
841,3,0
841,4,0
841,5,0
841,6,0
841,7,0
841,8,0
841,9,0
842,0,0
842,1,0
842,2,0
842,3,0
842,4,0
842,5,0
842,6,0
842,7,0
842,8,0
842,9,0
843,0,0
843,1,0
843,2,0
843,3,0
843,4,0
843,5,0
843,6,0
843,7,0
843,8,0
843,9,0
844,0,0
844,1,0
844,2,0
844,3,0
844,4,0
844,5,0
844,6,0
844,7,0
844,8,0
844,9,0
845,0,0
845,1,0
845,2,0
845,3,0
845,4,0
845,5,0
845,6,0
845,7,0
845,8,0
845,9,0
846,0,0
846,1,0
846,2,0
846,3,0
846,4,0
846,5,0
846,6,0
846,7,0
846,8,0
846,9,0
847,0,0
847,1,0
847,2,0
847,3,0
847,4,0
847,5,0
847,6,0
847,7,0
847,8,0
847,9,0
848,0,0
848,1,0
848,2,0
848,3,0
848,4,0
848,5,0
848,6,0
848,7,0
848,8,0
848,9,0
849,0,0
849,1,0
849,2,0
849,3,0
849,4,0
849,5,0
849,6,0
849,7,0
849,8,0
849,9,0
850,0,0
850,1,0
850,2,0
850,3,0
850,4,-33.3728
850,5,-44.4024
850,6,-69.8554
850,7,-101.587
850,8,-147.063
850,9,-186.939
851,0,-216.464
851,1,-237.166
851,2,-241.917
851,3,-243.953
851,4,-241.747
851,5,-234.451
851,6,-233.263
851,7,-229.7
851,8,-228.173
851,9,-230.039
852,0,-231.566
852,1,-233.603
852,2,-241.238
852,3,-243.614
852,4,-247.347
852,5,-252.607
852,6,-254.474
852,7,-256.51
852,8,-255.831
852,9,-256.51
853,0,-256.34
853,1,-258.377
853,2,-252.947
853,3,-256.68
853,4,-255.662
853,5,-254.304
853,6,-256.34
853,7,-255.153
853,8,-251.589
853,9,-253.965
854,0,-251.589
854,1,-250.232
854,2,-250.911
854,3,-251.25
854,4,-250.571
854,5,-251.42
854,6,-249.044
854,7,-250.062
854,8,-246.838
854,9,-248.026
855,0,-247.517
855,1,-250.401
855,2,-249.044
855,3,-249.892
855,4,-252.098
855,5,-254.983
855,6,-258.546
855,7,-263.637
855,8,-266.861
855,9,-271.273
856,0,-278.739
856,1,-285.866
856,2,-291.466
856,3,-298.932
856,4,-306.907
856,5,-316.409
856,6,-326.082
856,7,-335.923
856,8,-344.408
856,9,-352.043
857,0,-357.643
857,1,-363.922
857,2,-371.048
857,3,-375.121
857,4,-380.551
857,5,-383.605
857,6,-386.659
857,7,-388.356
857,8,-392.089
857,9,-393.108
858,0,-399.386
858,1,-404.307
858,2,-408.719
858,3,-410.585
858,4,-414.997
858,5,-419.918
858,6,-425.857
858,7,-430.608
858,8,-436.378
858,9,-442.656
859,0,-449.783
859,1,-456.74
859,2,-460.303
859,3,-469.127
859,4,-474.048
859,5,-478.629
859,6,-486.944
859,7,-490.677
859,8,-494.41
859,9,-501.707
860,0,-506.119
860,1,-510.87
860,2,-513.585
860,3,-520.881
860,4,-523.257
860,5,-525.293
860,6,-526.82
860,7,-530.384
860,8,-530.553
860,9,-535.305
861,0,-538.359
861,1,-537.001
861,2,-540.395
861,3,-544.468
861,4,-543.619
861,5,-546.843
861,6,-548.201
861,7,-551.594
861,8,-553.97
861,9,-555.667
862,0,-557.024
862,1,-561.945
862,2,-560.927
862,3,-562.624
862,4,-565.169
862,5,-566.697
862,6,-571.617
862,7,-569.751
862,8,-571.108
862,9,-576.029
863,0,-575.011
863,1,-577.387
863,2,-575.011
863,3,-578.065
863,4,-579.253
863,5,-581.29
