Devices
1000
,,AMTI7377 - Force,
Frame,Sub Frame,Fz
,,N
752,0,0
752,1,0
752,2,0
752,3,0
752,4,0
752,5,0
752,6,0
752,7,0
752,8,0
752,9,0
753,0,0
753,1,0
753,2,0
753,3,0
753,4,0
753,5,0
753,6,0
753,7,0
753,8,0
753,9,0
754,0,0
754,1,0
754,2,0
754,3,0
754,4,0
754,5,0
754,6,0
754,7,0
754,8,0
754,9,0
755,0,0
755,1,0
755,2,0
755,3,0
755,4,0
755,5,0
755,6,0
755,7,0
755,8,0
755,9,0
756,0,0
756,1,0
756,2,0
756,3,0
756,4,0
756,5,0
756,6,0
756,7,0
756,8,0
756,9,0
757,0,0
757,1,0
757,2,0
757,3,0
757,4,0
757,5,0
757,6,0
757,7,0
757,8,0
757,9,0
758,0,0
758,1,0
758,2,0
758,3,0
758,4,0
758,5,0
758,6,0
758,7,0
758,8,0
758,9,0
759,0,0
759,1,0
759,2,0
759,3,0
759,4,0
759,5,0
759,6,0
759,7,0
759,8,0
759,9,0
760,0,0
760,1,0
760,2,0
760,3,0
760,4,0
760,5,0
760,6,0
760,7,0
760,8,0
760,9,0
761,0,0
761,1,0
761,2,0
761,3,0
761,4,0
761,5,0
761,6,0
761,7,0
761,8,0
761,9,0
762,0,0
762,1,0
762,2,0
762,3,0
762,4,0
762,5,0
762,6,0
762,7,0
762,8,0
762,9,0
763,0,0
763,1,0
763,2,0
763,3,0
763,4,0
763,5,0
763,6,0
763,7,0
763,8,0
763,9,0
764,0,0
764,1,0
764,2,0
764,3,0
764,4,0
764,5,0
764,6,0
764,7,0
764,8,0
764,9,0
765,0,0
765,1,0
765,2,0
765,3,0
765,4,0
765,5,0
765,6,0
765,7,0
765,8,0
765,9,0
766,0,0
766,1,0
766,2,0
766,3,0
766,4,0
766,5,0
766,6,0
766,7,0
766,8,0
766,9,0
767,0,0
767,1,0
767,2,0
767,3,0
767,4,0
767,5,0
767,6,0
767,7,0
767,8,0
767,9,0
768,0,0
768,1,0
768,2,0
768,3,0
768,4,0
768,5,0
768,6,0
768,7,0
768,8,0
768,9,0
769,0,0
769,1,0
769,2,0
769,3,0
769,4,0
769,5,0
769,6,0
769,7,0
769,8,0
769,9,0
770,0,0
770,1,0
770,2,0
770,3,0
770,4,0
770,5,0
770,6,0
770,7,0
770,8,0
770,9,0
771,0,0
771,1,0
771,2,0
771,3,0
771,4,0
771,5,0
771,6,0
771,7,0
771,8,0
771,9,0
772,0,0
772,1,0
772,2,0
772,3,0
772,4,0
772,5,0
772,6,0
772,7,0
772,8,0
772,9,0
773,0,0
773,1,0
773,2,0
773,3,0
773,4,0
773,5,0
773,6,0
773,7,0
773,8,0
773,9,0
774,0,0
774,1,0
774,2,0
774,3,0
774,4,0
774,5,0
774,6,0
774,7,0
774,8,0
774,9,0
775,0,0
775,1,0
775,2,0
775,3,0
775,4,0
775,5,0
775,6,0
775,7,0
775,8,0
775,9,0
776,0,0
776,1,0
776,2,0
776,3,0
776,4,0
776,5,0
776,6,0
776,7,0
776,8,0
776,9,0
777,0,0
777,1,0
777,2,0
777,3,0
777,4,0
777,5,0
777,6,0
777,7,0
777,8,0
777,9,0
778,0,0
778,1,0
778,2,0
778,3,0
778,4,0
778,5,0
778,6,0
778,7,0
778,8,0
778,9,0
779,0,0
779,1,0
779,2,0
779,3,0
779,4,0
779,5,0
779,6,0
779,7,0
779,8,0
779,9,0
780,0,-29.6397
780,1,-28.6216
780,2,-31.3366
780,3,-39.3118
780,4,-41.1784
780,5,-45.9296
780,6,-56.9592
780,7,-61.2014
780,8,-77.6609
780,9,-100.569
781,0,-127.04
781,1,-159.11
781,2,-191.011
781,3,-224.27
781,4,-250.062
781,5,-263.298
781,6,-264.994
781,7,-265.504
781,8,-256.85
781,9,-255.831
782,0,-243.953
782,1,-239.711
782,2,-234.621
782,3,-232.075
782,4,-230.209
782,5,-232.754
782,6,-232.245
782,7,-240.729
782,8,-238.523
782,9,-242.935
783,0,-246.329
783,1,-253.456
783,2,-257.528
783,3,-263.976
783,4,-265.504
783,5,-273.139
783,6,-276.873
783,7,-281.115
783,8,-282.642
783,9,-286.884
784,0,-290.787
784,1,-291.805
784,2,-295.368
784,3,-296.895
784,4,-300.968
784,5,-302.835
784,6,-303.004
784,7,-307.755
784,8,-308.095
784,9,-309.283
785,0,-313.694
785,1,-312.337
785,2,-315.9
785,3,-317.088
785,4,-320.991
785,5,-321.67
785,6,-322.857
785,7,-325.063
785,8,-328.966
785,9,-332.53
786,0,-333.717
786,1,-336.602
786,2,-341.184
786,3,-345.935
786,4,-349.329
786,5,-350.686
786,6,-357.134
786,7,-368.164
786,8,-369.182
786,9,-379.872
787,0,-387.338
787,1,-392.938
787,2,-400.913
787,3,-410.076
787,4,-419.239
787,5,-427.724
787,6,-431.626
787,7,-437.056
787,8,-444.183
787,9,-446.05
788,0,-451.14
788,1,-454.534
788,2,-454.873
788,3,-459.115
788,4,-461.152
788,5,-463.527
788,6,-465.903
788,7,-468.279
788,8,-470.315
788,9,-470.145
789,0,-474.048
789,1,-478.12
789,2,-477.611
789,3,-481.344
789,4,-487.453
789,5,-490.507
789,6,-494.41
789,7,-495.428
789,8,-503.573
789,9,-504.591
790,0,-509.173
790,1,-513.245
790,2,-516.809
790,3,-522.069
790,4,-527.329
790,5,-531.232
790,6,-535.814
790,7,-540.735
790,8,-544.128
790,9,-544.807
791,0,-551.594
791,1,-554.479
791,2,-553.461
791,3,-559.23
791,4,-563.303
791,5,-566.697
791,6,-569.072
791,7,-568.393
791,8,-572.466
791,9,-575.011
792,0,-575.181
792,1,-578.405
792,2,-580.95
792,3,-584.683
792,4,-585.701
792,5,-587.229
792,6,-590.453
792,7,-594.016
792,8,-591.98
792,9,-594.695
793,0,-595.883
793,1,-600.464
793,2,-600.973
793,3,-603.688
793,4,-601.652
793,5,-602.84
793,6,-605.215
793,7,-606.742
793,8,-608.948
793,9,-611.833
794,0,-611.494
794,1,-612.682
794,2,-612.851
794,3,-614.887
794,4,-616.924
794,5,-614.209
794,6,-614.548
794,7,-612.342
794,8,-616.924
794,9,-616.754
795,0,-614.039
795,1,-615.227
795,2,-616.924
795,3,-614.378
795,4,-613.53
795,5,-610.815
795,6,-614.209
795,7,-610.306
795,8,-610.645
795,9,-611.663
796,0,-609.288
796,1,-609.966
796,2,-606.573
796,3,-608.439
796,4,-605.046
796,5,-603.518
796,6,-598.598
796,7,-598.428
796,8,-595.713
796,9,-593.337
797,0,-592.998
797,1,-591.81
797,2,-592.319
797,3,-589.095
797,4,-586.719
797,5,-584.683
797,6,-584.174
797,7,-582.986
797,8,-581.29
797,9,-579.084
798,0,-573.823
798,1,-572.636
798,2,-570.599
798,3,-565.509
798,4,-565.848
798,5,-563.303
798,6,-562.624
798,7,-561.606
798,8,-562.624
798,9,-555.158
799,0,-553.97
799,1,-554.649
799,2,-551.425
799,3,-548.37
799,4,-545.655
799,5,-542.94
799,6,-543.11
799,7,-537.85
799,8,-536.323
799,9,-533.099
800,0,-531.062
800,1,-529.535
800,2,-528.008
800,3,-525.463
800,4,-524.105
800,5,-518.845
800,6,-517.827
800,7,-515.621
800,8,-516.978
800,9,-507.985
801,0,-508.324
801,1,-503.404
801,2,-503.573
801,3,-501.198
801,4,-499.84
801,5,-497.125
801,6,-490.507
801,7,-492.374
801,8,-489.32
801,9,-486.774
802,0,-482.872
802,1,-480.666
802,2,-479.987
802,3,-478.29
802,4,-472.012
802,5,-472.181
802,6,-471.503
802,7,-470.145
802,8,-467.091
802,9,-467.091
803,0,-463.867
803,1,-459.285
803,2,-457.928
803,3,-456.061
803,4,-455.891
803,5,-454.025
803,6,-449.443
803,7,-448.765
803,8,-444.862
803,9,-445.88
804,0,-444.862
804,1,-439.432
804,2,-439.432
804,3,-434.002
804,4,-434.85
804,5,-432.135
804,6,-431.626
804,7,-428.742
804,8,-428.911
804,9,-429.081
805,0,-423.481
805,1,-422.803
805,2,-419.918
805,3,-419.748
805,4,-417.712
805,5,-416.185
805,6,-413.47
805,7,-413.809
805,8,-414.658
805,9,-411.094
806,0,-408.21
806,1,-407.191
806,2,-407.701
806,3,-406.173
806,4,-402.949
806,5,-403.289
806,6,-403.798
806,7,-401.083
806,8,-400.234
806,9,-398.198
807,0,-399.047
807,1,-397.519
807,2,-396.671
807,3,-397.689
807,4,-395.992
807,5,-395.653
807,6,-391.75
807,7,-394.974
807,8,-392.599
807,9,-391.241
808,0,-392.259
808,1,-393.108
808,2,-391.411
808,3,-391.58
808,4,-391.411
808,5,-390.393
808,6,-389.205
808,7,-388.187
808,8,-388.696
808,9,-390.562
809,0,-386.999
809,1,-388.865
809,2,-388.526
809,3,-384.793
809,4,-387.847
809,5,-388.356
809,6,-384.963
809,7,-385.811
809,8,-385.811
809,9,-385.811
810,0,-385.472
810,1,-385.472
810,2,-381.739
810,3,-384.284
810,4,-383.096
810,5,-381.399
810,6,-380.551
810,7,-381.908
810,8,-382.926
810,9,-382.078
811,0,-383.266
811,1,-382.926
811,2,-383.775
811,3,-383.266
811,4,-385.472
811,5,-383.775
811,6,-387.338
811,7,-382.757
811,8,-383.605
811,9,-387.338
812,0,-386.32
812,1,-388.187
812,2,-389.205
812,3,-389.714
812,4,-389.544
812,5,-389.544
812,6,-390.223
812,7,-391.071
812,8,-394.295
812,9,-394.635
813,0,-395.144
813,1,-395.992
813,2,-397.689
813,3,-395.653
813,4,-396.332
813,5,-399.895
813,6,-397.859
813,7,-401.253
813,8,-398.028
813,9,-400.234
814,0,-403.458
814,1,-402.78
814,2,-406.173
814,3,-408.719
814,4,-408.888
814,5,-409.567
814,6,-409.058
814,7,-407.701
814,8,-409.906
814,9,-415.167
815,0,-413.47
815,1,-415.336
815,2,-416.524
815,3,-418.391
815,4,-422.803
815,5,-421.785
815,6,-426.536
815,7,-423.821
815,8,-425.348
815,9,-428.233
816,0,-429.59
816,1,-430.608
816,2,-431.796
816,3,-428.742
816,4,-434.681
816,5,-434.172
816,6,-437.226
816,7,-437.905
816,8,-438.244
816,9,-440.111
817,0,-440.959
817,1,-444.013
817,2,-446.389
817,3,-446.219
817,4,-446.898
817,5,-448.425
817,6,-450.971
817,7,-452.498
817,8,-452.328
817,9,-451.649
818,0,-455.213
818,1,-459.625
818,2,-458.606
818,3,-460.812
818,4,-462.509
818,5,-462.679
818,6,-466.073
818,7,-465.733
818,8,-467.769
818,9,-471.333
819,0,-472.521
819,1,-473.708
819,2,-474.727
819,3,-476.254
819,4,-480.326
819,5,-480.835
819,6,-481.684
819,7,-482.362
819,8,-485.756
819,9,-484.908
820,0,-486.944
820,1,-491.526
820,2,-489.998
820,3,-491.865
820,4,-495.089
820,5,-496.277
820,6,-500.858
820,7,-498.483
820,8,-502.725
820,9,-500.519
821,0,-504.761
821,1,-508.324
821,2,-509.343
821,3,-507.985
821,4,-508.834
821,5,-511.549
821,6,-519.184
821,7,-517.148
821,8,-517.997
821,9,-520.372
822,0,-525.632
822,1,-523.427
822,2,-528.517
822,3,-527.16
822,4,-529.026
822,5,-532.929
822,6,-537.341
822,7,-539.716
822,8,-539.547
822,9,-540.565
823,0,-541.074
823,1,-545.825
823,2,-547.183
823,3,-550.576
823,4,-550.237
823,5,-551.764
823,6,-555.328
823,7,-555.497
823,8,-557.703
823,9,-558.721
824,0,-561.945
824,1,-562.285
824,2,-563.812
824,3,-565.848
824,4,-570.769
824,5,-568.393
824,6,-572.126
824,7,-573.145
824,8,-575.011
824,9,-575.351
825,0,-579.932
825,1,-580.95
825,2,-580.95
825,3,-580.95
825,4,-585.192
825,5,-586.21
825,6,-586.041
825,7,-588.247
825,8,-588.586
825,9,-590.962
826,0,-593.677
826,1,-594.525
826,2,-597.41
826,3,-597.07
826,4,-599.955
826,5,-600.973
826,6,-601.991
826,7,-606.064
826,8,-604.706
826,9,-606.233
827,0,-606.573
827,1,-607.252
827,2,-607.252
827,3,-611.833
827,4,-610.645
827,5,-615.736
827,6,-612.682
827,7,-614.039
827,8,-613.7
827,9,-614.548
828,0,-615.227
828,1,-618.281
828,2,-617.093
828,3,-618.451
828,4,-619.13
828,5,-616.754
828,6,-617.772
828,7,-622.184
828,8,-622.693
828,9,-621.845
829,0,-623.202
829,1,-618.451
829,2,-620.826
829,3,-622.863
829,4,-622.184
829,5,-624.39
829,6,-620.826
829,7,-620.996
829,8,-621.505
829,9,-623.372
830,0,-624.56
830,1,-623.202
830,2,-619.639
830,3,-622.523
830,4,-620.487
830,5,-618.111
830,6,-616.415
830,7,-617.602
830,8,-618.281
830,9,-614.209
831,0,-613.36
831,1,-613.53
831,2,-614.548
831,3,-610.985
831,4,-610.136
831,5,-605.215
831,6,-604.367
831,7,-605.215
831,8,-604.706
831,9,-603.349
832,0,-600.803
832,1,-597.07
832,2,-594.355
832,3,-594.186
832,4,-594.525
832,5,-589.774
832,6,-586.889
832,7,-586.889
832,8,-585.362
832,9,-579.423
833,0,-578.405
833,1,-576.199
833,2,-571.787
833,3,-567.884
833,4,-571.278
833,5,-565
833,6,-560.758
833,7,-559.739
833,8,-556.346
833,9,-552.273
834,0,-549.728
834,1,-547.013
834,2,-543.619
834,3,-540.395
834,4,-535.644
834,5,-530.044
834,6,-526.99
834,7,-523.427
834,8,-519.184
834,9,-515.112
835,0,-509.343
835,1,-512.058
835,2,-503.743
835,3,-499.331
835,4,-493.562
835,5,-491.016
835,6,-489.32
835,7,-483.211
835,8,-477.611
835,9,-472.86
836,0,-466.582
836,1,-459.455
836,2,-456.91
836,3,-451.48
836,4,-442.486
